"date","institut","land","party","poll_share"
2007-01-13,"Forschungs-gruppeWahlen **","by","fdp",9
2007-01-13,"Forschungs-gruppeWahlen **","by","cdu",45
2007-01-07,"Infratestdimap","by","spd",22
2007-01-07,"Infratestdimap","by","gru",9
2007-01-07,"Infratestdimap","by","fdp",7
2007-01-07,"Infratestdimap","by","cdu",54
2007-01-03,"Forsa","by","spd",18
2007-01-03,"Forsa","by","gru",9
2007-01-03,"Forsa","by","fdp",5
2007-01-03,"Forsa","by","lin",4
2007-01-03,"Forsa","by","cdu",54
2006-12-28,"GMS","by","spd",20
2006-12-28,"GMS","by","gru",10
2006-12-28,"GMS","by","fdp",8
2006-12-28,"GMS","by","lin",2
2006-12-28,"GMS","by","cdu",54
2006-12-06,"Forsa","by","spd",17
2006-12-06,"Forsa","by","gru",10
2006-12-06,"Forsa","by","fdp",5
2006-12-06,"Forsa","by","lin",4
2006-12-06,"Forsa","by","cdu",56
2006-11-09,"Forsa","by","spd",19
2006-11-09,"Forsa","by","gru",9
2006-11-09,"Forsa","by","fdp",7
2006-11-09,"Forsa","by","lin",3
2006-11-09,"Forsa","by","cdu",54
2006-10-12,"GMS","by","spd",22
2006-10-12,"GMS","by","gru",8
2006-10-12,"GMS","by","fdp",8
2006-10-12,"GMS","by","lin",3
2006-10-12,"GMS","by","cdu",53
2006-10-05,"Forsa","by","spd",18
2006-10-05,"Forsa","by","gru",9
2006-10-05,"Forsa","by","fdp",8
2006-10-05,"Forsa","by","lin",3
2006-10-05,"Forsa","by","cdu",54
2006-10-04,"Infratestdimap","by","spd",24
2006-10-04,"Infratestdimap","by","gru",10
2006-10-04,"Infratestdimap","by","fdp",8
2006-10-04,"Infratestdimap","by","lin",1
2006-10-04,"Infratestdimap","by","cdu",49
2006-09-07,"Forsa","by","spd",16
2006-09-07,"Forsa","by","gru",10
2006-09-07,"Forsa","by","fdp",6
2006-09-07,"Forsa","by","lin",3
2006-09-07,"Forsa","by","cdu",58
2006-07-13,"Forsa","by","spd",16
2006-07-13,"Forsa","by","gru",10
2006-07-13,"Forsa","by","fdp",6
2006-07-13,"Forsa","by","lin",4
2006-07-13,"Forsa","by","cdu",56
2006-06-19,"GMS","by","spd",18
2006-06-19,"GMS","by","gru",11
2006-06-19,"GMS","by","fdp",8
2006-06-19,"GMS","by","lin",2.5
2006-06-19,"GMS","by","cdu",54
2006-05-27,"Emnid","by","spd",23
2006-05-27,"Emnid","by","gru",9
2006-05-27,"Emnid","by","fdp",5
2006-05-27,"Emnid","by","cdu",53
2006-05-18,"Forsa","by","spd",18
2006-05-18,"Forsa","by","gru",9
2006-05-18,"Forsa","by","fdp",10
2006-05-18,"Forsa","by","lin",3
2006-05-18,"Forsa","by","cdu",52
2006-02-28,"Forsa","by","spd",21
2006-02-28,"Forsa","by","gru",9
2006-02-28,"Forsa","by","fdp",6
2006-02-28,"Forsa","by","lin",3
2006-02-28,"Forsa","by","cdu",52
2006-01-18,"Infratestdimap","by","spd",22
2006-01-18,"Infratestdimap","by","gru",10
2006-01-18,"Infratestdimap","by","fdp",7
2006-01-18,"Infratestdimap","by","cdu",53
2006-01-14,"Forsa","by","spd",24
2006-01-14,"Forsa","by","gru",10
2006-01-14,"Forsa","by","fdp",6
2006-01-14,"Forsa","by","cdu",49
2006-01-10,"Peinelt","by","spd",21.5
2006-01-10,"Peinelt","by","gru",8.6
2006-01-10,"Peinelt","by","fdp",11.8
2006-01-10,"Peinelt","by","cdu",45.9
2006-01-02,"GMS","by","spd",22
2006-01-02,"GMS","by","gru",7
2006-01-02,"GMS","by","fdp",4
2006-01-02,"GMS","by","lin",2
2006-01-02,"GMS","by","cdu",56
2005-11-17,"Infratestdimap","by","spd",24
2005-11-17,"Infratestdimap","by","gru",10
2005-11-17,"Infratestdimap","by","fdp",11
2005-11-17,"Infratestdimap","by","lin",3
2005-11-17,"Infratestdimap","by","cdu",45
2005-11-09,"Forsa","by","spd",21
2005-11-09,"Forsa","by","gru",9
2005-11-09,"Forsa","by","fdp",9
2005-11-09,"Forsa","by","lin",4
2005-11-09,"Forsa","by","cdu",49
2005-07-27,"Infratestdimap","by","spd",18
2005-07-27,"Infratestdimap","by","gru",9
2005-07-27,"Infratestdimap","by","fdp",4
2005-07-27,"Infratestdimap","by","lin",4
2005-07-27,"Infratestdimap","by","cdu",59
2005-01-12,"Infratestdimap","by","spd",22
2005-01-12,"Infratestdimap","by","gru",10
2005-01-12,"Infratestdimap","by","fdp",5
2005-01-12,"Infratestdimap","by","cdu",56
2004-07-28,"Infratestdimap","by","spd",17
2004-07-28,"Infratestdimap","by","gru",12
2004-07-28,"Infratestdimap","by","fdp",5
2004-07-28,"Infratestdimap","by","cdu",58
2004-03-21,"GMS","by","spd",19
2004-03-21,"GMS","by","gru",10
2004-03-21,"GMS","by","fdp",3
2004-03-21,"GMS","by","lin",0.5
2004-03-21,"GMS","by","cdu",61
2004-01-07,"Infratestdimap","by","spd",19
2004-01-07,"Infratestdimap","by","gru",9
2004-01-07,"Infratestdimap","by","fdp",3
2004-01-07,"Infratestdimap","by","cdu",62
2003-09-11,"Infratestdimap","by","spd",20
2003-09-11,"Infratestdimap","by","gru",8
2003-09-11,"Infratestdimap","by","fdp",4
2003-09-11,"Infratestdimap","by","cdu",59
2003-09-09,"Forsa","by","spd",20
2003-09-09,"Forsa","by","gru",8
2003-09-09,"Forsa","by","fdp",4
2003-09-09,"Forsa","by","cdu",61
2003-09-05,"Forschungs-gruppe Wahlen","by","spd",22
2003-09-05,"Forschungs-gruppe Wahlen","by","gru",8
2003-09-05,"Forschungs-gruppe Wahlen","by","fdp",3
2003-09-05,"Forschungs-gruppe Wahlen","by","cdu",60
2003-08-13,"Forsa","by","spd",21
2003-08-13,"Forsa","by","gru",8
2003-08-13,"Forsa","by","fdp",3
2003-08-13,"Forsa","by","cdu",61
2003-07-16,"Forsa","by","spd",24
2003-07-16,"Forsa","by","gru",8
2003-07-16,"Forsa","by","fdp",3
2003-07-16,"Forsa","by","cdu",59
2003-05-21,"Infratestdimap","by","spd",22
2003-05-21,"Infratestdimap","by","gru",8
2003-05-21,"Infratestdimap","by","fdp",4
2003-05-21,"Infratestdimap","by","cdu",60
2003-04-30,"GMS","by","spd",23
2003-04-30,"GMS","by","gru",6.5
2003-04-30,"GMS","by","fdp",4
2003-04-30,"GMS","by","lin",1
2003-04-30,"GMS","by","cdu",60
2003-01-08,"Infratestdimap","by","spd",24
2003-01-08,"Infratestdimap","by","gru",7
2003-01-08,"Infratestdimap","by","fdp",3
2003-01-08,"Infratestdimap","by","cdu",61
2002-08-07,"Infratestdimap","by","spd",26
2002-08-07,"Infratestdimap","by","gru",5
2002-08-07,"Infratestdimap","by","fdp",5
2002-08-07,"Infratestdimap","by","cdu",57
2002-04-10,"Infratestdimap","by","spd",28
2002-04-10,"Infratestdimap","by","gru",5
2002-04-10,"Infratestdimap","by","fdp",4
2002-04-10,"Infratestdimap","by","cdu",55
2002-01-18,"Infratestdimap","by","spd",27
2002-01-18,"Infratestdimap","by","gru",6
2002-01-18,"Infratestdimap","by","fdp",4
2002-01-18,"Infratestdimap","by","cdu",56
2001-12-22,"GMS","by","spd",27.5
2001-12-22,"GMS","by","gru",5
2001-12-22,"GMS","by","fdp",3.5
2001-12-22,"GMS","by","lin",1
2001-12-22,"GMS","by","cdu",55
2001-07-18,"Infratestdimap","by","spd",29
2001-07-18,"Infratestdimap","by","gru",7
2001-07-18,"Infratestdimap","by","fdp",3
2001-07-18,"Infratestdimap","by","cdu",54
2001-01-10,"Infratestdimap","by","spd",28
2001-01-10,"Infratestdimap","by","gru",7
2001-01-10,"Infratestdimap","by","fdp",4
2001-01-10,"Infratestdimap","by","cdu",54
2000-07-10,"Infratestdimap","by","spd",27
2000-07-10,"Infratestdimap","by","gru",6
2000-07-10,"Infratestdimap","by","fdp",3
2000-07-10,"Infratestdimap","by","cdu",57
2000-01-12,"Infratestdimap","by","spd",25
2000-01-12,"Infratestdimap","by","gru",5
2000-01-12,"Infratestdimap","by","fdp",1
2000-01-12,"Infratestdimap","by","cdu",60
1999-08-04,"Infratestdimap","by","spd",24
1999-08-04,"Infratestdimap","by","gru",5
1999-08-04,"Infratestdimap","by","fdp",2
1999-08-04,"Infratestdimap","by","cdu",60
1998-09-11,"Forsa","by","spd",34
1998-09-11,"Forsa","by","gru",5
1998-09-11,"Forsa","by","fdp",2
1998-09-11,"Forsa","by","cdu",49
1998-09-06,"Polis","by","spd",33
1998-09-06,"Polis","by","gru",6
1998-09-06,"Polis","by","fdp",3
1998-09-06,"Polis","by","cdu",50
1998-08-28,"Forschungs-gruppe Wahlen","by","spd",32
1998-08-28,"Forschungs-gruppe Wahlen","by","gru",5
1998-08-28,"Forschungs-gruppe Wahlen","by","fdp",2
1998-08-28,"Forschungs-gruppe Wahlen","by","cdu",51
1998-08-28,"Infratestdimap","by","spd",32
1998-08-28,"Infratestdimap","by","gru",5
1998-08-28,"Infratestdimap","by","fdp",3
1998-08-28,"Infratestdimap","by","cdu",50
1998-08-27,"Forsa","by","spd",35
1998-08-27,"Forsa","by","gru",5
1998-08-27,"Forsa","by","fdp",3
1998-08-27,"Forsa","by","cdu",47
1998-07-09,"INRA","by","spd",35
1998-07-09,"INRA","by","cdu",46
1998-05-22,"Forschungs-gruppe Wahlen","by","spd",34
1998-05-22,"Forschungs-gruppe Wahlen","by","gru",5
1998-05-22,"Forschungs-gruppe Wahlen","by","fdp",3
1998-05-22,"Forschungs-gruppe Wahlen","by","cdu",46
1998-04-03,"INRA","by","spd",36
1998-04-03,"INRA","by","gru",5
1998-04-03,"INRA","by","fdp",3
1998-04-03,"INRA","by","cdu",46
1998-02-21,"Forschungs-gruppe Wahlen","by","spd",32
1998-02-21,"Forschungs-gruppe Wahlen","by","gru",7
1998-02-21,"Forschungs-gruppe Wahlen","by","fdp",3
1998-02-21,"Forschungs-gruppe Wahlen","by","cdu",46
1997-08-31,"Forsa","by","spd",33
1997-08-31,"Forsa","by","cdu",47
1993-02-22,"Infratest","by","spd",29
1993-02-22,"Infratest","by","gru",9
1993-02-22,"Infratest","by","fdp",6
1993-02-22,"Infratest","by","cdu",39
2024-07-13,"INSA","be","cdu",26
2024-07-13,"INSA","be","spd",18
2024-07-13,"INSA","be","gru",15
2024-07-13,"INSA","be","fdp",4
2024-07-13,"INSA","be","lin",7
2024-07-13,"INSA","be","afd",12
2024-04-24,"Infratestdimap","be","cdu",27
2024-04-24,"Infratestdimap","be","spd",15
2024-04-24,"Infratestdimap","be","gru",20
2024-04-24,"Infratestdimap","be","fdp",3
2024-04-24,"Infratestdimap","be","lin",10
2024-04-24,"Infratestdimap","be","afd",12
2024-04-24,"Infratestdimap","be","bsw",6
2024-01-30,"INSA","be","cdu",29
2024-01-30,"INSA","be","spd",16
2024-01-30,"INSA","be","gru",17
2024-01-30,"INSA","be","fdp",4
2024-01-30,"INSA","be","lin",10
2024-01-30,"INSA","be","afd",13
2023-10-18,"Infratestdimap","be","cdu",29
2023-10-18,"Infratestdimap","be","spd",15
2023-10-18,"Infratestdimap","be","gru",19
2023-10-18,"Infratestdimap","be","fdp",4
2023-10-18,"Infratestdimap","be","lin",10
2023-10-18,"Infratestdimap","be","afd",15
2023-09-27,"INSA","be","cdu",26
2023-09-27,"INSA","be","spd",17
2023-09-27,"INSA","be","gru",18
2023-09-27,"INSA","be","fdp",5
2023-09-27,"INSA","be","lin",10
2023-09-27,"INSA","be","afd",14
2023-04-05,"INSA","be","cdu",30
2023-04-05,"INSA","be","spd",18
2023-04-05,"INSA","be","gru",18
2023-04-05,"INSA","be","fdp",5
2023-04-05,"INSA","be","lin",11
2023-04-05,"INSA","be","afd",9
2023-02-09,"Forschungs-gruppe Wahlen","be","cdu",25
2023-02-09,"Forschungs-gruppe Wahlen","be","spd",21
2023-02-09,"Forschungs-gruppe Wahlen","be","gru",17
2023-02-09,"Forschungs-gruppe Wahlen","be","fdp",6
2023-02-09,"Forschungs-gruppe Wahlen","be","lin",11
2023-02-09,"Forschungs-gruppe Wahlen","be","afd",10
2023-02-09,"INSA","be","cdu",25
2023-02-09,"INSA","be","spd",19
2023-02-09,"INSA","be","gru",18
2023-02-09,"INSA","be","fdp",6
2023-02-09,"INSA","be","lin",12
2023-02-09,"INSA","be","afd",10
2023-02-05,"Forsa","be","cdu",26
2023-02-05,"Forsa","be","spd",17
2023-02-05,"Forsa","be","gru",18
2023-02-05,"Forsa","be","fdp",5
2023-02-05,"Forsa","be","lin",12
2023-02-05,"Forsa","be","afd",10
2023-02-03,"Forschungs-gruppe Wahlen","be","cdu",24
2023-02-03,"Forschungs-gruppe Wahlen","be","spd",21
2023-02-03,"Forschungs-gruppe Wahlen","be","gru",18
2023-02-03,"Forschungs-gruppe Wahlen","be","fdp",6
2023-02-03,"Forschungs-gruppe Wahlen","be","lin",11
2023-02-03,"Forschungs-gruppe Wahlen","be","afd",10
2023-02-02,"Infratestdimap","be","cdu",25
2023-02-02,"Infratestdimap","be","spd",19
2023-02-02,"Infratestdimap","be","gru",18
2023-02-02,"Infratestdimap","be","fdp",6
2023-02-02,"Infratestdimap","be","lin",12
2023-02-02,"Infratestdimap","be","afd",10
2023-01-18,"Infratestdimap","be","cdu",23
2023-01-18,"Infratestdimap","be","spd",18
2023-01-18,"Infratestdimap","be","gru",21
2023-01-18,"Infratestdimap","be","fdp",6
2023-01-18,"Infratestdimap","be","lin",11
2023-01-18,"Infratestdimap","be","afd",11
2022-12-21,"INSA","be","cdu",21
2022-12-21,"INSA","be","spd",21
2022-12-21,"INSA","be","gru",20
2022-12-21,"INSA","be","fdp",6
2022-12-21,"INSA","be","lin",12
2022-12-21,"INSA","be","afd",10
2022-11-23,"Infratestdimap","be","cdu",21
2022-11-23,"Infratestdimap","be","spd",19
2022-11-23,"Infratestdimap","be","gru",22
2022-11-23,"Infratestdimap","be","fdp",5
2022-11-23,"Infratestdimap","be","lin",11
2022-11-23,"Infratestdimap","be","afd",10
2022-11-16,"INSA","be","cdu",21
2022-11-16,"INSA","be","spd",20
2022-11-16,"INSA","be","gru",20
2022-11-16,"INSA","be","fdp",7
2022-11-16,"INSA","be","lin",12
2022-11-16,"INSA","be","afd",10
2022-09-21,"Infratestdimap","be","cdu",21
2022-09-21,"Infratestdimap","be","spd",17
2022-09-21,"Infratestdimap","be","gru",22
2022-09-21,"Infratestdimap","be","fdp",6
2022-09-21,"Infratestdimap","be","lin",12
2022-09-21,"Infratestdimap","be","afd",10
2022-07-12,"INSA","be","cdu",20
2022-07-12,"INSA","be","spd",20
2022-07-12,"INSA","be","gru",21
2022-07-12,"INSA","be","fdp",7
2022-07-12,"INSA","be","lin",12
2022-07-12,"INSA","be","afd",8
2022-06-19,"INSA","be","cdu",21
2022-06-19,"INSA","be","spd",21
2022-06-19,"INSA","be","gru",20
2022-06-19,"INSA","be","fdp",8
2022-06-19,"INSA","be","lin",12
2022-06-19,"INSA","be","afd",8
2022-03-23,"Infratestdimap","be","cdu",20
2022-03-23,"Infratestdimap","be","spd",20
2022-03-23,"Infratestdimap","be","gru",21
2022-03-23,"Infratestdimap","be","fdp",8
2022-03-23,"Infratestdimap","be","lin",12
2022-03-23,"Infratestdimap","be","afd",8
2021-12-14,"INSA","be","cdu",19
2021-12-14,"INSA","be","spd",22
2021-12-14,"INSA","be","gru",20
2021-12-14,"INSA","be","fdp",7
2021-12-14,"INSA","be","lin",15
2021-12-14,"INSA","be","afd",9
2021-09-24,"INSA","be","cdu",15
2021-09-24,"INSA","be","spd",23
2021-09-24,"INSA","be","gru",17
2021-09-24,"INSA","be","fdp",8
2021-09-24,"INSA","be","lin",14
2021-09-24,"INSA","be","afd",11
2021-09-23,"Forschungs-gruppe Wahlen","be","cdu",17
2021-09-23,"Forschungs-gruppe Wahlen","be","spd",22
2021-09-23,"Forschungs-gruppe Wahlen","be","gru",19
2021-09-23,"Forschungs-gruppe Wahlen","be","fdp",7
2021-09-23,"Forschungs-gruppe Wahlen","be","lin",13
2021-09-23,"Forschungs-gruppe Wahlen","be","afd",9
2021-09-17,"Infratestdimap","be","cdu",16
2021-09-17,"Infratestdimap","be","spd",24
2021-09-17,"Infratestdimap","be","gru",18
2021-09-17,"Infratestdimap","be","fdp",7
2021-09-17,"Infratestdimap","be","lin",13
2021-09-17,"Infratestdimap","be","afd",10
2021-09-17,"Forschungs-gruppe Wahlen","be","cdu",17
2021-09-17,"Forschungs-gruppe Wahlen","be","spd",21
2021-09-17,"Forschungs-gruppe Wahlen","be","gru",20
2021-09-17,"Forschungs-gruppe Wahlen","be","fdp",8
2021-09-17,"Forschungs-gruppe Wahlen","be","lin",12
2021-09-17,"Forschungs-gruppe Wahlen","be","afd",9
2021-08-25,"Infratestdimap","be","cdu",19
2021-08-25,"Infratestdimap","be","spd",23
2021-08-25,"Infratestdimap","be","gru",17
2021-08-25,"Infratestdimap","be","fdp",8
2021-08-25,"Infratestdimap","be","lin",12
2021-08-25,"Infratestdimap","be","afd",11
2021-08-25,"INSA","be","cdu",16
2021-08-25,"INSA","be","spd",22
2021-08-25,"INSA","be","gru",18
2021-08-25,"INSA","be","fdp",9
2021-08-25,"INSA","be","lin",15
2021-08-25,"INSA","be","afd",12
2021-08-13,"Forsa","be","cdu",17
2021-08-13,"Forsa","be","spd",21
2021-08-13,"Forsa","be","gru",21
2021-08-13,"Forsa","be","fdp",7
2021-08-13,"Forsa","be","lin",14
2021-08-13,"Forsa","be","afd",10
2021-06-24,"INSA","be","cdu",18
2021-06-24,"INSA","be","spd",18
2021-06-24,"INSA","be","gru",22
2021-06-24,"INSA","be","fdp",10
2021-06-24,"INSA","be","lin",13
2021-06-24,"INSA","be","afd",12
2021-06-16,"Infratestdimap","be","cdu",21
2021-06-16,"Infratestdimap","be","spd",17
2021-06-16,"Infratestdimap","be","gru",22
2021-06-16,"Infratestdimap","be","fdp",9
2021-06-16,"Infratestdimap","be","lin",12
2021-06-16,"Infratestdimap","be","afd",10
2021-05-18,"INSA","be","cdu",16
2021-05-18,"INSA","be","spd",20
2021-05-18,"INSA","be","gru",25
2021-05-18,"INSA","be","fdp",9
2021-05-18,"INSA","be","lin",13
2021-05-18,"INSA","be","afd",12
2021-04-28,"Infratestdimap","be","cdu",18
2021-04-28,"Infratestdimap","be","spd",17
2021-04-28,"Infratestdimap","be","gru",27
2021-04-28,"Infratestdimap","be","fdp",7
2021-04-28,"Infratestdimap","be","lin",14
2021-04-28,"Infratestdimap","be","afd",9
2021-04-23,"INSA","be","cdu",16
2021-04-23,"INSA","be","spd",19
2021-04-23,"INSA","be","gru",25
2021-04-23,"INSA","be","fdp",10
2021-04-23,"INSA","be","lin",14
2021-04-23,"INSA","be","afd",12
2021-02-24,"Infratestdimap","be","cdu",22
2021-02-24,"Infratestdimap","be","spd",18
2021-02-24,"Infratestdimap","be","gru",23
2021-02-24,"Infratestdimap","be","fdp",6
2021-02-24,"Infratestdimap","be","lin",15
2021-02-24,"Infratestdimap","be","afd",9
2020-12-18,"INSA","be","cdu",22
2020-12-18,"INSA","be","spd",18
2020-12-18,"INSA","be","gru",18
2020-12-18,"INSA","be","fdp",7
2020-12-18,"INSA","be","lin",16
2020-12-18,"INSA","be","afd",12
2020-10-12,"INSA","be","cdu",21
2020-10-12,"INSA","be","spd",18
2020-10-12,"INSA","be","gru",20
2020-10-12,"INSA","be","fdp",6
2020-10-12,"INSA","be","lin",16
2020-10-12,"INSA","be","afd",12
2020-09-23,"Infratestdimap","be","cdu",22
2020-09-23,"Infratestdimap","be","spd",15
2020-09-23,"Infratestdimap","be","gru",26
2020-09-23,"Infratestdimap","be","fdp",6
2020-09-23,"Infratestdimap","be","lin",15
2020-09-23,"Infratestdimap","be","afd",10
2020-07-15,"INSA","be","cdu",21
2020-07-15,"INSA","be","spd",16
2020-07-15,"INSA","be","gru",19
2020-07-15,"INSA","be","fdp",5
2020-07-15,"INSA","be","lin",18
2020-07-15,"INSA","be","afd",12
2020-04-29,"Infratestdimap","be","cdu",23
2020-04-29,"Infratestdimap","be","spd",20
2020-04-29,"Infratestdimap","be","gru",21
2020-04-29,"Infratestdimap","be","fdp",5
2020-04-29,"Infratestdimap","be","lin",14
2020-04-29,"Infratestdimap","be","afd",10
2020-02-11,"Forsa","be","cdu",16
2020-02-11,"Forsa","be","spd",15
2020-02-11,"Forsa","be","gru",25
2020-02-11,"Forsa","be","fdp",6
2020-02-11,"Forsa","be","lin",17
2020-02-11,"Forsa","be","afd",11
2020-01-02,"INSA","be","cdu",18
2020-01-02,"INSA","be","spd",15
2020-01-02,"INSA","be","gru",23
2020-01-02,"INSA","be","fdp",7
2020-01-02,"INSA","be","lin",19
2020-01-02,"INSA","be","afd",13
2019-12-26,"Forsa","be","cdu",17
2019-12-26,"Forsa","be","spd",15
2019-12-26,"Forsa","be","gru",22
2019-12-26,"Forsa","be","fdp",6
2019-12-26,"Forsa","be","lin",19
2019-12-26,"Forsa","be","afd",11
2019-12-03,"Forsa","be","cdu",17
2019-12-03,"Forsa","be","spd",16
2019-12-03,"Forsa","be","gru",24
2019-12-03,"Forsa","be","fdp",5
2019-12-03,"Forsa","be","lin",17
2019-12-03,"Forsa","be","afd",11
2019-11-20,"Infratestdimap","be","cdu",18
2019-11-20,"Infratestdimap","be","spd",16
2019-11-20,"Infratestdimap","be","gru",23
2019-11-20,"Infratestdimap","be","fdp",5
2019-11-20,"Infratestdimap","be","lin",17
2019-11-20,"Infratestdimap","be","afd",14
2019-11-06,"Forsa","be","cdu",18
2019-11-06,"Forsa","be","spd",15
2019-11-06,"Forsa","be","gru",25
2019-11-06,"Forsa","be","fdp",5
2019-11-06,"Forsa","be","lin",16
2019-11-06,"Forsa","be","afd",11
2019-10-02,"Forsa","be","cdu",17
2019-10-02,"Forsa","be","spd",16
2019-10-02,"Forsa","be","gru",24
2019-10-02,"Forsa","be","fdp",6
2019-10-02,"Forsa","be","lin",16
2019-10-02,"Forsa","be","afd",11
2019-09-18,"INSA","be","cdu",17
2019-09-18,"INSA","be","spd",15
2019-09-18,"INSA","be","gru",24
2019-09-18,"INSA","be","fdp",6
2019-09-18,"INSA","be","lin",18
2019-09-18,"INSA","be","afd",14
2019-08-31,"Forsa","be","cdu",16
2019-08-31,"Forsa","be","spd",16
2019-08-31,"Forsa","be","gru",24
2019-08-31,"Forsa","be","fdp",6
2019-08-31,"Forsa","be","lin",17
2019-08-31,"Forsa","be","afd",11
2019-07-29,"Forsa","be","cdu",17
2019-07-29,"Forsa","be","spd",16
2019-07-29,"Forsa","be","gru",25
2019-07-29,"Forsa","be","fdp",5
2019-07-29,"Forsa","be","lin",18
2019-07-29,"Forsa","be","afd",10
2019-07-01,"Forsa","be","cdu",17
2019-07-01,"Forsa","be","spd",15
2019-07-01,"Forsa","be","gru",25
2019-07-01,"Forsa","be","fdp",7
2019-07-01,"Forsa","be","lin",17
2019-07-01,"Forsa","be","afd",10
2019-06-03,"Forsa","be","cdu",15
2019-06-03,"Forsa","be","spd",16
2019-06-03,"Forsa","be","gru",26
2019-06-03,"Forsa","be","fdp",7
2019-06-03,"Forsa","be","lin",17
2019-06-03,"Forsa","be","afd",11
2019-05-08,"Infratestdimap","be","cdu",17
2019-05-08,"Infratestdimap","be","spd",15
2019-05-08,"Infratestdimap","be","gru",23
2019-05-08,"Infratestdimap","be","fdp",6
2019-05-08,"Infratestdimap","be","lin",19
2019-05-08,"Infratestdimap","be","afd",10
2019-04-26,"Forsa","be","cdu",17
2019-04-26,"Forsa","be","spd",16
2019-04-26,"Forsa","be","gru",25
2019-04-26,"Forsa","be","fdp",7
2019-04-26,"Forsa","be","lin",18
2019-04-26,"Forsa","be","afd",11
2019-04-09,"INSA","be","cdu",19
2019-04-09,"INSA","be","spd",16
2019-04-09,"INSA","be","gru",19
2019-04-09,"INSA","be","fdp",9
2019-04-09,"INSA","be","lin",19
2019-04-09,"INSA","be","afd",12
2019-04-04,"Forsa","be","cdu",18
2019-04-04,"Forsa","be","spd",15
2019-04-04,"Forsa","be","gru",25
2019-04-04,"Forsa","be","fdp",8
2019-04-04,"Forsa","be","lin",18
2019-04-04,"Forsa","be","afd",10
2019-03-05,"Forsa","be","cdu",20
2019-03-05,"Forsa","be","spd",17
2019-03-05,"Forsa","be","gru",22
2019-03-05,"Forsa","be","fdp",7
2019-03-05,"Forsa","be","lin",18
2019-03-05,"Forsa","be","afd",11
2019-02-05,"Forsa","be","cdu",19
2019-02-05,"Forsa","be","spd",16
2019-02-05,"Forsa","be","gru",21
2019-02-05,"Forsa","be","fdp",8
2019-02-05,"Forsa","be","lin",20
2019-02-05,"Forsa","be","afd",11
2019-01-01,"Forsa","be","cdu",17
2019-01-01,"Forsa","be","spd",15
2019-01-01,"Forsa","be","gru",23
2019-01-01,"Forsa","be","fdp",7
2019-01-01,"Forsa","be","lin",18
2019-01-01,"Forsa","be","afd",13
2018-12-18,"INSA","be","cdu",18
2018-12-18,"INSA","be","spd",16
2018-12-18,"INSA","be","gru",21
2018-12-18,"INSA","be","fdp",8
2018-12-18,"INSA","be","lin",16
2018-12-18,"INSA","be","afd",14
2018-12-06,"Forsa","be","cdu",18
2018-12-06,"Forsa","be","spd",15
2018-12-06,"Forsa","be","gru",23
2018-12-06,"Forsa","be","fdp",7
2018-12-06,"Forsa","be","lin",18
2018-12-06,"Forsa","be","afd",13
2018-11-21,"Infratestdimap","be","cdu",18
2018-11-21,"Infratestdimap","be","spd",15
2018-11-21,"Infratestdimap","be","gru",24
2018-11-21,"Infratestdimap","be","fdp",6
2018-11-21,"Infratestdimap","be","lin",18
2018-11-21,"Infratestdimap","be","afd",13
2018-11-07,"INSA","be","cdu",16
2018-11-07,"INSA","be","spd",16
2018-11-07,"INSA","be","gru",22
2018-11-07,"INSA","be","fdp",7
2018-11-07,"INSA","be","lin",17
2018-11-07,"INSA","be","afd",15
2018-10-26,"Forsa","be","cdu",16
2018-10-26,"Forsa","be","spd",15
2018-10-26,"Forsa","be","gru",22
2018-10-26,"Forsa","be","fdp",8
2018-10-26,"Forsa","be","lin",19
2018-10-26,"Forsa","be","afd",13
2018-10-01,"Forsa","be","cdu",17
2018-10-01,"Forsa","be","spd",16
2018-10-01,"Forsa","be","gru",18
2018-10-01,"Forsa","be","fdp",7
2018-10-01,"Forsa","be","lin",22
2018-10-01,"Forsa","be","afd",13
2018-09-03,"Forsa","be","cdu",19
